Molecule,Frequency,Intensity,
CH4,3612,2.23E-23,
CH4,3613,2.09E-23,
CH4,3614,2.08E-23,
CH4,3615,1.85E-23,
CH4,3616,2.23E-23,
CH4,3617,1.86E-23,
CH4,3618,2.23E-23,
CH4,3619,2.27E-23,
CH4,3620,2.19E-23,
CH4,3621,2.12E-23,
CH4,3622,2.24E-23,
CH4,3623,2.28E-23,
CH4,3624,2.09E-23,
CH4,3625,2.43E-23,
CH4,3626,2.26E-23,
CH4,3627,2.18E-23,
CH4,3628,2.84E-23,
CH4,3629,2.38E-23,
CH4,3630,2.31E-23,
CH4,3631,2.44E-23,
CH4,3632,2.80E-23,
CH4,3633,3.28E-23,
CH4,3634,2.38E-23,
CH4,3635,2.83E-23,
CH4,3636,2.70E-23,
CH4,3637,2.14E-23,
CH4,3638,2.51E-23,
CH4,3639,2.57E-23,
CH4,3640,2.34E-23,
CH4,3641,2.47E-23,
CH4,3642,2.66E-23,
CH4,3643,2.39E-23,
CH4,3644,2.87E-23,
CH4,3645,2.50E-23,
CH4,3646,2.43E-23,
CH4,3647,2.53E-23,
CH4,3648,2.58E-23,
CH4,3649,2.50E-23,
CH4,3650,2.73E-23,
CH4,3651,3.46E-23,
CH4,3652,3.31E-23,
CH4,3653,2.30E-23,
CH4,3654,2.88E-23,
CH4,3655,2.65E-23,
CH4,3656,3.62E-23,
CH4,3657,3.50E-23,
CH4,3658,3.31E-23,
CH4,3659,3.54E-23,
CH4,3660,3.01E-23,
CH4,3661,2.74E-23,
CH4,3662,3.07E-23,
CH4,3663,3.83E-23,
CH4,3664,3.06E-23,
CH4,3665,3.17E-23,
CH4,3666,3.53E-23,
CH4,3667,3.72E-23,
CH4,3668,3.12E-23,
CH4,3669,3.80E-23,
CH4,3670,3.05E-23,
CH4,3671,3.67E-23,
CH4,3672,3.62E-23,
CH4,3673,3.68E-23,
CH4,3674,3.57E-23,
CH4,3675,4.23E-23,
CH4,3676,3.56E-23,
CH4,3677,4.43E-23,
CH4,3678,4.26E-23,
CH4,3679,5.39E-23,
CH4,3680,3.77E-23,
CH4,3681,4.35E-23,
CH4,3682,3.63E-23,
CH4,3683,4.08E-23,
CH4,3684,4.92E-23,
CH4,3685,5.32E-23,
CH4,3686,4.33E-23,
CH4,3687,4.90E-23,
CH4,3688,4.33E-23,
CH4,3689,4.60E-23,
CH4,3690,4.19E-23,
CH4,3691,3.79E-23,
CH4,3692,4.75E-23,
CH4,3693,6.38E-23,
CH4,3694,4.83E-23,
CH4,3695,5.14E-23,
CH4,3696,5.43E-23,
CH4,3697,5.57E-23,
CH4,3698,6.55E-23,
CH4,3699,5.15E-23,
CH4,3700,5.20E-23,
CH4,3701,5.73E-23,
CH4,3702,5.96E-23,
CH4,3703,5.57E-23,
CH4,3704,6.28E-23,
CH4,3705,6.13E-23,
CH4,3706,5.74E-23,
CH4,3707,6.48E-23,
CH4,3708,6.18E-23,
CH4,3709,6.04E-23,
CH4,3710,6.58E-23,
CH4,3711,7.89E-23,
CH4,3712,6.46E-23,
CH4,3713,6.60E-23,
CH4,3714,7.88E-23,
CH4,3715,7.41E-23,
CH4,3716,8.13E-23,
CH4,3717,6.57E-23,
CH4,3718,8.13E-23,
CH4,3719,6.53E-23,
CH4,3720,8.00E-23,
CH4,3721,1.00E-22,
CH4,3722,6.89E-23,
CH4,3723,8.59E-23,
CH4,3724,6.88E-23,
CH4,3725,9.54E-23,
CH4,3726,7.92E-23,
CH4,3727,7.27E-23,
CH4,3728,1.02E-22,
CH4,3729,7.87E-23,
CH4,3730,9.36E-23,
CH4,3731,1.04E-22,
CH4,3732,9.12E-23,
CH4,3733,9.61E-23,
CH4,3734,1.06E-22,
CH4,3735,9.10E-23,
CH4,3736,8.29E-23,
CH4,3737,1.05E-22,
CH4,3738,9.59E-23,
CH4,3739,1.10E-22,
CH4,3740,8.83E-23,
CH4,3741,1.12E-22,
CH4,3742,1.25E-22,
CH4,3743,1.23E-22,
CH4,3744,1.04E-22,
CH4,3745,1.08E-22,
CH4,3746,1.02E-22,
CH4,3747,1.23E-22,
CH4,3748,1.04E-22,
CH4,3749,1.27E-22,
CH4,3750,8.98E-23,
CH4,3751,1.41E-22,
CH4,3752,1.49E-22,
CH4,3753,1.07E-22,
CH4,3754,1.26E-22,
CH4,3755,1.58E-22,
CH4,3756,1.45E-22,
CH4,3757,1.17E-22,
CH4,3758,1.19E-22,
CH4,3759,1.32E-22,
CH4,3760,1.17E-22,
CH4,3761,1.31E-22,
CH4,3762,1.16E-22,
CH4,3763,1.53E-22,
CH4,3764,1.45E-22,
CH4,3765,1.59E-22,
CH4,3766,1.72E-22,
CH4,3767,1.41E-22,
CH4,3768,1.57E-22,
CH4,3769,1.40E-22,
CH4,3770,1.50E-22,
CH4,3771,1.67E-22,
CH4,3772,1.44E-22,
CH4,3773,1.88E-22,
CH4,3774,1.51E-22,
CH4,3775,1.67E-22,
CH4,3776,2.05E-22,
CH4,3777,1.90E-22,
CH4,3778,1.68E-22,
CH4,3779,1.46E-22,
CH4,3780,1.57E-22,
CH4,3781,1.68E-22,
CH4,3782,1.83E-22,
CH4,3783,1.47E-22,
CH4,3784,1.73E-22,
CH4,3785,1.96E-22,
CH4,3786,1.52E-22,
CH4,3787,2.11E-22,
CH4,3788,1.97E-22,
CH4,3789,2.08E-22,
CH4,3790,1.98E-22,
CH4,3791,2.03E-22,
CH4,3792,2.23E-22,
CH4,3793,1.96E-22,
CH4,3794,1.82E-22,
CH4,3795,1.92E-22,
CH4,3796,2.08E-22,
CH4,3797,3.02E-22,
CH4,3798,2.02E-22,
CH4,3799,2.43E-22,
CH4,3800,2.38E-22,
CH4,3801,2.31E-22,
CH4,3802,2.24E-22,
CH4,3803,2.14E-22,
CH4,3804,2.56E-22,
CH4,3805,3.08E-22,
CH4,3806,2.87E-22,
CH4,3807,2.99E-22,
CH4,3808,2.42E-22,
CH4,3809,2.77E-22,
CH4,3810,2.59E-22,
CH4,3811,2.45E-22,
CH4,3812,2.61E-22,
CH4,3813,3.09E-22,
CH4,3814,2.66E-22,
CH4,3815,3.56E-22,
CH4,3816,2.60E-22,
CH4,3817,2.87E-22,
CH4,3818,2.95E-22,
CH4,3819,3.06E-22,
CH4,3820,3.09E-22,
CH4,3821,3.35E-22,
CH4,3822,3.76E-22,
CH4,3823,3.91E-22,
CH4,3824,2.80E-22,
CH4,3825,2.61E-22,
CH4,3826,2.66E-22,
CH4,3827,3.27E-22,
CH4,3828,2.97E-22,
CH4,3829,2.96E-22,
CH4,3830,2.95E-22,
CH4,3831,2.71E-22,
CH4,3832,2.93E-22,
CH4,3833,2.80E-22,
CH4,3834,2.77E-22,
CH4,3835,2.88E-22,
CH4,3836,3.23E-22,
CH4,3837,2.63E-22,
CH4,3838,2.31E-22,
CH4,3839,3.10E-22,
CH4,3840,2.62E-22,
CH4,3841,2.34E-22,
CH4,3842,2.92E-22,
CH4,3843,2.86E-22,
CH4,3844,2.59E-22,
CH4,3845,2.95E-22,
CH4,3846,2.47E-22,
CH4,3847,2.96E-22,
CH4,3848,2.95E-22,
CH4,3849,2.52E-22,
CH4,3850,2.72E-22,
CH4,3851,3.01E-22,
CH4,3852,3.36E-22,
CH4,3853,3.54E-22,
CH4,3854,2.93E-22,
CH4,3855,3.26E-22,
CH4,3856,3.62E-22,
CH4,3857,3.45E-22,
CH4,3858,3.36E-22,
CH4,3859,4.67E-22,
CH4,3860,3.20E-22,
CH4,3861,3.55E-22,
CH4,3862,3.86E-22,
CH4,3863,4.35E-22,
CH4,3864,4.28E-22,
CH4,3865,3.46E-22,
CH4,3866,4.31E-22,
CH4,3867,3.19E-22,
CH4,3868,3.63E-22,
CH4,3869,3.51E-22,
CH4,3870,3.87E-22,
CH4,3871,3.94E-22,
CH4,3872,4.15E-22,
CH4,3873,4.39E-22,
CH4,3874,4.03E-22,
CH4,3875,4.49E-22,
CH4,3876,4.16E-22,
CH4,3877,3.88E-22,
CH4,3878,4.08E-22,
CH4,3879,3.85E-22,
CH4,3880,4.19E-22,
CH4,3881,3.58E-22,
CH4,3882,3.84E-22,
CH4,3883,3.56E-22,
CH4,3884,3.79E-22,
CH4,3885,3.23E-22,
CH4,3886,3.78E-22,
CH4,3887,3.25E-22,
CH4,3888,3.70E-22,
CH4,3889,4.20E-22,
CH4,3890,4.46E-22,
CH4,3891,3.90E-22,
CH4,3892,3.69E-22,
CH4,3893,3.39E-22,
CH4,3894,3.12E-22,
CH4,3895,3.62E-22,
CH4,3896,3.67E-22,
CH4,3897,3.46E-22,
CH4,3898,3.79E-22,
CH4,3899,3.30E-22,
CH4,3900,3.05E-22,
CH4,3901,3.83E-22,
CH4,3902,3.09E-22,
CH4,3903,3.00E-22,
CH4,3904,3.35E-22,
CH4,3905,4.73E-22,
CH4,3906,4.18E-22,
CH4,3907,4.72E-22,
CH4,3908,3.94E-22,
CH4,3909,4.41E-22,
CH4,3910,3.96E-22,
CH4,3911,4.38E-22,
CH4,3912,3.08E-22,
CH4,3913,3.80E-22,
CH4,3914,3.57E-22,
CH4,3915,3.30E-22,
CH4,3916,4.19E-22,
CH4,3917,3.75E-22,
CH4,3918,3.89E-22,
CH4,3919,3.60E-22,
CH4,3920,3.35E-22,
CH4,3921,3.80E-22,
CH4,3922,3.42E-22,
CH4,3923,4.05E-22,
CH4,3924,4.84E-22,
CH4,3925,4.35E-22,
CH4,3926,4.05E-22,
CH4,3927,3.67E-22,
CH4,3928,4.01E-22,
CH4,3929,3.22E-22,
CH4,3930,4.59E-22,
CH4,3931,3.63E-22,
CH4,3932,3.79E-22,
CH4,3933,3.58E-22,
CH4,3934,3.66E-22,
CH4,3935,4.27E-22,
CH4,3936,3.55E-22,
CH4,3937,3.36E-22,
CH4,3938,3.31E-22,
CH4,3939,3.79E-22,
CH4,3940,3.25E-22,
CH4,3941,5.13E-22,
CH4,3942,4.86E-22,
CH4,3943,4.43E-22,
CH4,3944,4.52E-22,
CH4,3945,4.76E-22,
CH4,3946,3.47E-22,
CH4,3947,4.05E-22,
CH4,3948,4.89E-22,
CH4,3949,4.23E-22,
CH4,3950,4.65E-22,
CH4,3951,4.43E-22,
CH4,3952,4.43E-22,
CH4,3953,4.10E-22,
CH4,3954,3.36E-22,
CH4,3955,4.31E-22,
CH4,3956,4.22E-22,
CH4,3957,4.46E-22,
CH4,3958,4.06E-22,
CH4,3959,6.95E-22,
CH4,3960,4.60E-22,
CH4,3961,5.15E-22,
CH4,3962,4.96E-22,
CH4,3963,4.80E-22,
CH4,3964,4.61E-22,
CH4,3965,5.25E-22,
CH4,3966,4.37E-22,
CH4,3967,5.30E-22,
CH4,3968,6.06E-22,
CH4,3969,5.65E-22,
CH4,3970,4.81E-22,
CH4,3971,4.61E-22,
CH4,3972,4.95E-22,
CH4,3973,4.71E-22,
CH4,3974,5.18E-22,
CH4,3975,5.10E-22,
CH4,3976,5.11E-22,
CH4,3977,6.68E-22,
CH4,3978,6.38E-22,
CH4,3979,6.22E-22,
CH4,3980,6.18E-22,
CH4,3981,5.08E-22,
CH4,3982,6.36E-22,
CH4,3983,6.25E-22,
CH4,3984,5.66E-22,
CH4,3985,5.94E-22,
CH4,3986,6.95E-22,
CH4,3987,5.67E-22,
CH4,3988,5.02E-22,
CH4,3989,6.05E-22,
CH4,3990,5.48E-22,
CH4,3991,6.15E-22,
CH4,3992,5.81E-22,
CH4,3993,5.10E-22,
CH4,3994,6.03E-22,
CH4,3995,7.70E-22,
CH4,3996,7.87E-22,
CH4,3997,7.95E-22,
CH4,3998,6.69E-22,
CH4,3999,8.64E-22,
CH4,4000,6.01E-22,
CO2,470,1.87E-22,
CO2,471,1.84E-22,
CO2,472,2.43E-22,
CO2,473,1.93E-22,
CO2,474,2.33E-22,
CO2,475,2.64E-22,
CO2,476,2.40E-22,
CO2,477,3.62E-22,
CO2,478,4.48E-22,
CO2,479,5.98E-22,
CO2,480,4.49E-22,
CO2,481,5.23E-22,
CO2,482,4.98E-22,
CO2,483,4.27E-22,
CO2,484,4.98E-22,
CO2,485,4.42E-22,
CO2,486,4.64E-22,
CO2,487,5.19E-22,
CO2,488,4.99E-22,
CO2,489,4.78E-22,
CO2,490,5.48E-22,
CO2,491,6.01E-22,
CO2,492,5.51E-22,
CO2,493,6.49E-22,
CO2,494,6.45E-22,
CO2,495,6.82E-22,
CO2,496,7.60E-22,
CO2,497,8.55E-22,
CO2,498,7.85E-22,
CO2,499,1.11E-21,
CO2,500,9.45E-22,
CO2,501,1.09E-21,
CO2,502,8.37E-22,
CO2,503,9.23E-22,
CO2,504,1.15E-21,
CO2,505,1.10E-21,
CO2,506,1.21E-21,
CO2,507,1.02E-21,
CO2,508,1.64E-21,
CO2,509,1.39E-21,
CO2,510,1.30E-21,
CO2,511,1.24E-21,
CO2,512,1.60E-21,
CO2,513,2.41E-21,
CO2,514,1.87E-21,
CO2,515,2.73E-21,
CO2,516,2.66E-21,
CO2,517,2.89E-21,
CO2,518,3.00E-21,
CO2,519,1.96E-21,
CO2,520,1.96E-21,
CO2,521,2.74E-21,
CO2,522,1.85E-21,
CO2,523,2.27E-21,
CO2,524,2.91E-21,
CO2,525,2.36E-21,
CO2,526,3.76E-21,
CO2,527,4.95E-21,
CO2,528,3.63E-21,
CO2,529,3.24E-21,
CO2,530,2.80E-21,
CO2,531,2.91E-21,
CO2,532,2.64E-21,
CO2,533,3.80E-21,
CO2,534,3.03E-21,
CO2,535,4.68E-21,
CO2,536,4.34E-21,
CO2,537,4.18E-21,
CO2,538,1.01E-20,
CO2,539,7.04E-21,
CO2,540,4.04E-21,
CO2,541,4.37E-21,
CO2,542,3.74E-21,
CO2,543,4.64E-21,
CO2,544,4.22E-21,
CO2,545,4.32E-21,
CO2,546,5.25E-21,
CO2,547,4.39E-21,
CO2,548,8.41E-21,
CO2,549,7.06E-21,
CO2,550,1.06E-20,
CO2,551,2.14E-20,
CO2,552,8.81E-21,
CO2,553,7.30E-21,
CO2,554,5.96E-21,
CO2,555,4.24E-21,
CO2,556,7.68E-21,
CO2,557,7.30E-21,
CO2,558,6.70E-21,
CO2,559,8.03E-21,
CO2,560,8.45E-21,
CO2,561,6.70E-21,
CO2,562,1.07E-20,
CO2,563,9.55E-21,
CO2,564,1.58E-20,
CO2,565,1.52E-20,
CO2,566,1.69E-20,
CO2,567,5.18E-20,
CO2,568,1.05E-20,
CO2,569,5.62E-21,
CO2,570,1.04E-20,
CO2,571,9.33E-21,
CO2,572,9.62E-21,
CO2,573,1.15E-20,
CO2,574,1.04E-20,
CO2,575,1.25E-20,
CO2,576,1.55E-20,
CO2,577,1.03E-20,
CO2,578,1.51E-20,
CO2,579,1.63E-20,
CO2,580,1.53E-20,
CO2,581,2.16E-20,
CO2,582,1.70E-20,
CO2,583,2.20E-20,
CO2,584,2.41E-20,
CO2,585,4.61E-20,
CO2,586,5.30E-20,
CO2,587,5.51E-20,
CO2,588,5.41E-20,
CO2,589,2.12E-20,
CO2,590,1.37E-20,
CO2,591,2.22E-20,
CO2,592,2.38E-20,
CO2,593,1.54E-20,
CO2,594,3.13E-20,
CO2,595,3.08E-20,
CO2,596,1.50E-20,
CO2,597,3.23E-20,
CO2,598,2.97E-20,
CO2,599,2.93E-20,
CO2,600,2.33E-20,
CO2,601,3.41E-20,
CO2,602,3.50E-20,
CO2,603,3.20E-20,
CO2,604,4.53E-20,
CO2,605,4.64E-20,
CO2,606,3.61E-20,
CO2,607,4.39E-20,
CO2,608,3.56E-20,
CO2,609,3.02E-20,
CO2,610,4.31E-20,
CO2,611,5.49E-20,
CO2,612,3.41E-20,
CO2,613,4.60E-20,
CO2,614,3.98E-20,
CO2,615,3.11E-20,
CO2,616,5.08E-20,
CO2,617,7.24E-20,
CO2,618,7.32E-20,
CO2,619,8.21E-20,
CO2,620,5.89E-20,
CO2,621,3.89E-20,
CO2,622,4.67E-20,
CO2,623,1.17E-19,
CO2,624,5.05E-20,
CO2,625,6.37E-20,
CO2,626,1.02E-19,
CO2,627,7.87E-20,
CO2,628,7.58E-20,
CO2,629,5.57E-20,
CO2,630,5.01E-20,
CO2,631,4.08E-20,
CO2,632,3.72E-20,
CO2,633,2.21E-20,
CO2,634,2.98E-20,
CO2,635,2.55E-20,
CO2,636,1.19E-20,
CO2,637,6.46E-20,
CO2,638,6.08E-19,
CO2,639,6.22E-19,
CO2,640,4.10E-19,
CO2,641,2.23E-19,
CO2,642,1.44E-19,
CO2,643,8.62E-20,
CO2,644,7.19E-20,
CO2,645,5.06E-20,
CO2,646,5.55E-20,
CO2,647,3.67E-20,
CO2,648,5.36E-20,
CO2,649,5.26E-20,
CO2,650,5.58E-20,
CO2,651,6.96E-20,
CO2,652,9.23E-20,
CO2,653,5.56E-20,
CO2,654,1.34E-19,
CO2,655,5.45E-20,
CO2,656,6.16E-20,
CO2,657,5.90E-20,
CO2,658,4.47E-20,
CO2,659,1.16E-19,
CO2,660,9.40E-20,
CO2,661,7.85E-20,
CO2,662,7.52E-20,
CO2,663,5.56E-20,
CO2,664,6.90E-20,
CO2,665,5.13E-20,
CO2,666,6.11E-20,
CO2,667,6.54E-20,
CO2,668,5.18E-20,
CO2,669,4.63E-20,
CO2,670,4.68E-20,
CO2,671,4.44E-20,
CO2,672,5.68E-20,
CO2,673,4.28E-20,
CO2,674,5.69E-20,
CO2,675,5.55E-20,
CO2,676,4.35E-20,
CO2,677,5.43E-20,
CO2,678,4.86E-20,
CO2,679,3.95E-20,
CO2,680,4.50E-20,
CO2,681,3.20E-20,
CO2,682,4.41E-20,
CO2,683,4.05E-20,
CO2,684,2.94E-20,
CO2,685,5.12E-20,
CO2,686,4.60E-20,
CO2,687,4.57E-20,
CO2,688,6.94E-20,
CO2,689,7.90E-20,
CO2,690,1.06E-19,
CO2,691,5.20E-20,
CO2,692,2.65E-20,
CO2,693,2.99E-20,
CO2,694,3.72E-20,
CO2,695,2.38E-20,
CO2,696,2.20E-20,
CO2,697,2.48E-20,
CO2,698,1.92E-20,
CO2,699,2.24E-20,
CO2,700,1.98E-20,
CO2,701,2.36E-20,
CO2,702,1.83E-20,
CO2,703,1.99E-20,
CO2,704,1.61E-20,
CO2,705,2.47E-20,
CO2,706,2.09E-20,
CO2,707,1.92E-20,
CO2,708,2.76E-20,
CO2,709,2.17E-20,
CO2,710,3.35E-20,
CO2,711,4.63E-20,
CO2,712,2.81E-20,
CO2,713,1.02E-20,
CO2,714,1.32E-20,
CO2,715,1.57E-20,
CO2,716,9.59E-21,
CO2,717,1.10E-20,
CO2,718,1.12E-20,
CO2,719,8.86E-21,
CO2,720,1.16E-20,
CO2,721,1.22E-20,
CO2,722,8.88E-21,
CO2,723,1.65E-20,
CO2,724,1.91E-20,
CO2,725,1.49E-20,
CO2,726,1.65E-20,
CO2,727,2.17E-20,
CO2,728,5.93E-21,
CO2,729,8.76E-21,
CO2,730,1.01E-20,
CO2,731,3.64E-21,
CO2,732,8.71E-21,
CO2,733,8.28E-21,
CO2,734,4.50E-21,
CO2,735,9.71E-21,
CO2,736,9.82E-21,
CO2,737,8.14E-21,
CO2,738,9.68E-21,
CO2,739,8.98E-21,
CO2,740,9.23E-21,
CO2,741,5.82E-21,
CO2,742,4.95E-21,
CO2,743,4.80E-21,
CO2,744,5.28E-21,
CO2,745,4.53E-21,
CO2,746,5.28E-21,
CO2,747,6.24E-21,
CO2,748,6.05E-21,
CO2,749,3.93E-21,
CO2,750,6.15E-21,
CO2,751,5.47E-21,
CO2,752,4.15E-21,
CO2,753,3.61E-21,
CO2,754,3.25E-21,
CO2,755,3.79E-21,
CO2,756,3.49E-21,
CO2,757,3.45E-21,
CO2,758,3.12E-21,
CO2,759,3.23E-21,
CO2,760,3.25E-21,
CO2,761,5.33E-21,
CO2,762,5.69E-21,
CO2,763,3.66E-21,
CO2,764,3.09E-21,
CO2,765,3.11E-21,
CO2,766,2.35E-21,
CO2,767,2.37E-21,
CO2,768,2.95E-21,
CO2,769,2.01E-21,
CO2,770,1.99E-21,
CO2,771,2.06E-21,
CO2,772,1.46E-21,
CO2,773,1.80E-21,
CO2,774,1.60E-21,
CO2,775,1.80E-21,
CO2,776,1.33E-21,
CO2,777,1.52E-21,
CO2,778,1.56E-21,
CO2,779,1.36E-21,
CO2,780,1.20E-21,
CO2,781,1.27E-21,
CO2,782,1.37E-21,
CO2,783,1.09E-21,
CO2,784,1.33E-21,
CO2,785,8.81E-22,
CO2,786,1.14E-21,
CO2,787,1.09E-21,
CO2,788,8.74E-22,
CO2,789,8.82E-22,
CO2,790,8.75E-22,
CO2,791,7.57E-22,
CO2,792,8.56E-22,
CO2,793,8.14E-22,
CO2,794,7.43E-22,
CO2,795,8.41E-22,
CO2,796,7.80E-22,
CO2,797,8.97E-22,
CO2,798,1.64E-21,
CO2,799,8.99E-22,
CO2,800,1.03E-21,
CO2,801,8.54E-22,
CO2,802,6.51E-22,
CO2,803,6.72E-22,
CO2,804,6.34E-22,
CO2,805,5.64E-22,
CO2,806,6.10E-22,
CO2,807,4.22E-22,
CO2,808,6.17E-22,
CO2,809,5.12E-22,
CO2,810,4.94E-22,
CO2,811,5.07E-22,
CO2,812,5.30E-22,
CO2,813,4.11E-22,
CO2,814,4.59E-22,
CO2,815,4.63E-22,
CO2,816,4.90E-22,
CO2,817,4.74E-22,
CO2,818,4.47E-22,
CO2,819,4.73E-22,
CO2,820,4.38E-22,
CO2,821,4.64E-22,
CO2,822,3.66E-22,
CO2,823,4.65E-22,
CO2,824,4.54E-22,
CO2,825,6.33E-22,
CO2,826,3.42E-22,
CO2,827,6.71E-22,
CO2,828,6.59E-22,
CO2,829,6.09E-22,
CO2,830,4.36E-22,
CO2,831,5.21E-22,
CO2,832,4.64E-22,
CO2,833,6.22E-22,
CO2,834,5.23E-22,
CO2,835,5.68E-22,
CO2,836,3.03E-22,
CO2,837,5.05E-22,
CO2,838,3.96E-22,
CO2,839,5.19E-22,
CO2,840,3.68E-22,
CO2,841,5.63E-22,
CO2,842,3.48E-22,
CO2,843,5.14E-22,
CO2,844,5.00E-22,
CO2,845,4.14E-22,
CO2,846,5.19E-22,
CO2,847,4.21E-22,
CO2,848,5.40E-22,
CO2,849,5.26E-22,
CO2,850,5.29E-22,
CO2,851,4.51E-22,
CO2,852,6.84E-22,
CO2,853,4.98E-22,
CO2,854,5.68E-22,
CO2,855,4.95E-22,
CO2,856,6.44E-22,
CO2,857,5.03E-22,
CO2,858,3.89E-22,
CO2,859,6.04E-22,
CO2,860,3.73E-22,
CO2,861,6.69E-22,
CO2,862,3.59E-22,
CO2,863,5.99E-22,
CO2,864,4.52E-22,
CO2,865,6.15E-22,
CO2,866,5.55E-22,
CO2,867,5.24E-22,
CO2,868,4.53E-22,
CO2,869,6.18E-22,
CO2,870,5.03E-22,
CO2,871,5.65E-22,
CO2,872,5.34E-22,
CO2,873,6.46E-22,
CO2,874,5.14E-22,
CO2,875,4.75E-22,
CO2,876,6.18E-22,
CO2,877,5.24E-22,
CO2,878,7.34E-22,
CO2,879,3.20E-22,
CO2,880,7.44E-22,
CO2,881,4.89E-22,
CO2,882,6.17E-22,
CO2,883,4.68E-22,
CO2,884,6.81E-22,
CO2,885,4.51E-22,
CO2,886,4.25E-22,
CO2,887,7.65E-22,
CO2,888,3.99E-22,
CO2,889,6.26E-22,
CO2,890,4.17E-22,
CO2,891,6.01E-22,
CO2,892,4.84E-22,
CO2,893,6.01E-22,
CO2,894,3.96E-22,
CO2,895,6.22E-22,
CO2,896,3.66E-22,
CO2,897,6.98E-22,
CO2,898,2.88E-22,
CO2,899,6.60E-22,
CO2,900,4.24E-22,
CO2,901,6.66E-22,
CO2,902,4.34E-22,
CO2,903,5.87E-22,
CO2,904,3.83E-22,
CO2,905,7.79E-22,
CO2,906,3.68E-22,
CO2,907,7.87E-22,
CO2,908,3.86E-22,
CO2,909,7.64E-22,
CO2,910,3.87E-22,
CO2,911,6.04E-22,
CO2,912,7.19E-22,
CO2,913,5.38E-22,
CO2,914,6.82E-22,
CO2,915,4.66E-22,
CO2,916,6.17E-22,
CO2,917,4.87E-22,
CO2,918,6.82E-22,
CO2,919,7.17E-22,
CO2,920,3.59E-22,
CO2,921,6.59E-22,
CO2,922,2.97E-22,
CO2,923,6.55E-22,
CO2,924,4.25E-22,
CO2,925,5.24E-22,
CO2,926,5.26E-22,
CO2,927,3.86E-22,
CO2,928,4.49E-22,
CO2,929,3.72E-22,
CO2,930,3.34E-22,
CO2,931,3.30E-22,
CO2,932,3.28E-22,
CO2,933,3.91E-22,
CO2,934,2.80E-22,
CO2,935,3.92E-22,
CO2,936,3.82E-22,
CO2,937,2.77E-22,
CO2,938,3.74E-22,
CO2,939,5.06E-22,
CO2,940,2.25E-22,
CO2,941,5.00E-22,
CO2,942,4.61E-22,
CO2,943,4.37E-22,
CO2,944,2.17E-22,
CO2,945,5.11E-22,
CO2,946,5.17E-22,
CO2,947,5.04E-22,
CO2,948,5.44E-22,
CO2,949,2.55E-22,
CO2,950,5.73E-22,
CO2,951,5.88E-22,
CO2,952,5.40E-22,
CO2,953,5.70E-22,
CO2,954,5.89E-22,
CO2,955,5.68E-22,
CO2,956,3.16E-22,
CO2,957,5.32E-22,
CO2,958,5.96E-22,
CO2,959,6.18E-22,
CO2,960,5.26E-22,
CO2,961,6.43E-22,
CO2,962,6.76E-22,
CO2,963,5.42E-22,
CO2,964,5.70E-22,
CO2,965,4.87E-22,
CO2,966,5.81E-22,
CO2,967,6.00E-22,
CO2,968,5.20E-22,
CO2,969,5.96E-22,
CO2,970,4.04E-22,
CO2,971,6.85E-22,
CO2,972,3.34E-22,
CO2,973,7.54E-22,
CO2,974,3.16E-22,
CO2,975,7.27E-22,
CO2,976,3.59E-22,
CO2,977,3.68E-22,
CO2,978,6.42E-22,
CO2,979,4.49E-22,
CO2,980,6.59E-22,
CO2,981,4.63E-22,
CO2,982,6.13E-22,
CO2,983,5.69E-22,
CO2,984,3.76E-22,
CO2,985,8.35E-22,
CO2,986,4.09E-22,
CO2,987,9.10E-22,
CO2,988,4.36E-22,
CO2,989,9.56E-22,
CO2,990,4.23E-22,
CO2,991,7.46E-22,
CO2,992,6.26E-22,
CO2,993,8.43E-22,
CO2,994,6.56E-22,
CO2,995,8.32E-22,
CO2,996,6.98E-22,
CO2,997,8.71E-22,
CO2,998,7.37E-22,
CO2,999,8.55E-22,
CO2,1000,6.11E-22,
CO2,1001,9.89E-22,
CO2,1002,6.25E-22,
CO2,1003,9.41E-22,
CO2,1004,6.43E-22,
CO2,1005,9.12E-22,
CO2,1006,7.24E-22,
CO2,1007,9.54E-22,
CO2,1008,6.58E-22,
CO2,1009,9.68E-22,
CO2,1010,6.84E-22,
CO2,1011,9.22E-22,
CO2,1012,7.10E-22,
CO2,1013,9.54E-22,
CO2,1014,6.16E-22,
CO2,1015,9.53E-22,
CO2,1016,6.70E-22,
CO2,1017,9.91E-22,
CO2,1018,5.91E-22,
CO2,1019,9.64E-22,
CO2,1020,8.26E-22,
CO2,1021,6.15E-22,
CO2,1022,8.17E-22,
CO2,1023,7.00E-22,
CO2,1024,7.29E-22,
CO2,1025,7.01E-22,
CO2,1026,9.88E-22,
CO2,1027,7.13E-22,
CO2,1028,5.04E-22,
CO2,1029,6.75E-22,
CO2,1030,5.87E-22,
CO2,1031,6.57E-22,
CO2,1032,5.22E-22,
CO2,1033,5.84E-22,
CO2,1034,5.92E-22,
CO2,1035,5.27E-22,
CO2,1036,5.35E-22,
CO2,1037,4.80E-22,
CO2,1038,6.95E-22,
CO2,1039,6.39E-22,
CO2,1040,7.24E-22,
CO2,1041,5.45E-22,
CO2,1042,7.64E-22,
CO2,1043,7.71E-22,
CO2,1044,6.77E-22,
CO2,1045,8.87E-22,
CO2,1046,8.97E-22,
CO2,1047,1.04E-21,
